SubjectID,chsev.fear.001_BOTTOM_X_ctx_rh_G_front_inf-Opercular,chsev.fear.001_BOTTOM_X_ctx_rh_G_Ins_lg_and_S_cent_ins,chsev.fear.001_BOTTOM_X_ctx_rh_Lat_Fis-post,chsev.fear.001_BOTTOM_X_ctx_rh_G_insular_short,chsev.fear.001_TOP_X_ctx_rh_G_Ins_lg_and_S_cent_ins,chsev.fear.001_BOTTOM_X_Right-Cerebral-White-Matter,chsev.fear.001_TOP_X_ctx_rh_G_insular_short,chsev.fear.001_BOTTOM_X_Right-Putamen,chsev.fear.001_TOP_X_ctx_rh_S_circular_insula_sup,chsev.fear.001_BOTTOM_X_Right-Pallidum,chsev.fear.001_TOP_X_ctx_rh_G_front_inf-Opercular,chsev.fear.001_TOP_X_ctx_rh_S_front_inf,chsev.fear.001_BOTTOM_X_ctx_rh_S_circular_insula_sup,chsev.fear.001_BOTTOM_X_ctx_rh_S_circular_insula_inf,chsev.fear.003_BOTTOM_X_Right-Cerebral-White-Matter,chsev.fear.002_PRECUNEOUS_X_Right-Cerebral-White-Matter,chsev.fear.002_PRECUNEOUS_X_ctx_rh_G_cingul-Post-ventral,chsev.fear.001_TOP_X_Right-Putamen,chsev.fear.002_PRECUNEOUS_X_Left-Cerebral-White-Matter,chsev.fear.002_PRECUNEOUS_X_ctx_lh_G_precuneus,chsev.fear.002_PRECUNEOUS_X_ctx_lh_G_cuneus,chsev.fear.002_PRECUNEOUS_X_ctx_rh_G_precuneus,chsev.fear.001_TOP_X_Right-Cerebral-White-Matter,chsev.fear.002_PRECUNEOUS_X_ctx_rh_S_parieto_occipital,chsev.fear.001_TOP_X_ctx_rh_S_precentral-inf-part,chsev.fear.002_PRECUNEOUS_X_ctx_rh_S_calcarine,chsev.fear.003_BOTTOM_X_ctx_rh_G_front_inf-Orbital,chsev.fear.003_BOTTOM_X_ctx_rh_G_front_inf-Triangul,chsev.fear.003_BOTTOM_X_ctx_rh_G_orbital,chsev.fear.003_BOTTOM_X_ctx_rh_S_front_inf,chsev.fear.004_X_ctx_lh_S_front_sup,chsev.fear.003_BOTTOM_X_ctx_rh_S_orbital_lateral,chsev.fear.004_X_ctx_lh_G_front_middle,chsev.fear.004_X_Left-Cerebral-White-Matter,eptot.fear_001_X_ctx_lh_G_cingul-Post-dorsal,eptot.fear_001_X_ctx_lh_G_precuneus,eptot.fear_001_X_ctx_lh_S_pericallosal,eptot.fear_001_X_ctx_lh_S_subparietal,eptot.fear_001_X_ctx_rh_G_precuneus,eptot.fear_001_X_ctx_rh_G_cingul-Post-dorsal,eptot.fear_001_X_ctx_rh_S_cingul-Marginalis,eptot.fear_001_X_ctx_rh_S_subparietal,eptot.fear_001_X_ctx_rh_S_pericallosal,eptot.fear_001_X_Left-Cerebral-White-Matter,eptot.fear_001_X_Right-Cerebral-White-Matter,eptot.fear_002_X_ctx_lh_G_and_S_cingul-Mid-Ant,eptot.fear_002_X_ctx_rh_G_and_S_cingul-Mid-Post,eptot.fear_002_X_ctx_rh_G_and_S_cingul-Mid-Ant,eptot.fear_002_X_ctx_lh_G_and_S_cingul-Mid-Post,eptot.fear_002_X_ctx_rh_S_pericallosal,eptot.fear_002_X_Left-Cerebral-White-Matter,eptot.fear_002_X_Right-Cerebral-White-Matter,gad_lead.fear_001_X_ctx_lh_G_insular_short,gad_lead.fear_001_X_ctx_lh_G_front_inf-Opercular,gad_lead.fear_001_X_ctx_lh_Lat_Fis-ant-Vertical,gad_lead.fear_001_X_ctx_lh_S_circular_insula_sup,gad_lead.fear_001_X_ctx_lh_S_front_inf,gad_lead.fear_001_X_Left-Cerebral-White-Matter,socanx_lead.fear_001_X_ctx_lh_G_front_sup,socanx_lead.fear_001_X_ctx_lh_G_front_middle,socanx_lead.fear_001_X_ctx_lh_G_precentral,socanx_lead.fear_002_X_Right-Cerebral-White-Matter,socanx_lead.fear_002_X_ctx_rh_S_precentral-sup-part,socanx_lead.fear_002_X_ctx_rh_G_precentral,socanx_lead.fear_001_X_FreeSurfer_a2009s,chsev.fear.001_BOTTOM_X_FreeSurfer_a2009s,chsev.fear.004_X_FreeSurfer_a2009s,chsev.fear.003_BOTTOM_X_FreeSurfer_a2009s,chsev.fear.002_PRECUNEOUS_X_FreeSurfer_a2009s,socanx_lead.fear_002_X_FreeSurfer_a2009s,gad_lead.fear_001_X_FreeSurfer_a2009s,eptot.fear_002_X_FreeSurfer_a2009s,eptot.fear_001_X_FreeSurfer_a2009s,chsev.fear.001_TOP_X_FreeSurfer_a2009s
1001_01,0.10710499999999999,-1.372359,-1.107861,0.25661300000000004,-0.85382,-0.033117,0.054155999999999996,0.07735399999999999,0.3353,0.5184270000000001,0.633133,0.64868,-0.32946,-1.349711,-0.18017,-0.593595,-0.640397,0.8662280000000001,-0.559466,-0.202904,-0.71491,-0.639193,0.256883,-0.725899,0.047236,-0.251098,0.602841,-0.094571,1.028152,-1.067481,0.047865,0.428241,0.128694,0.214562,0.251187,0.774898,-0.015113,0.306705,0.79462,0.419637,0.780784,0.536563,0.266789,-0.112121,0.526496,-1.888581,-0.131773,-0.523636,-0.9414110000000001,-0.380892,-0.9490120000000001,-0.247085,0.8907709999999999,0.762718,0.5026229999999999,0.27635,1.405608,0.021476,-0.152857,0.8108920000000001,-2.065448,-1.274018,-1.0503799999999999,-1.080646,-0.082953,-0.147792,0.16103800000000001,0.057775,-0.539381,-1.102547,0.12050799999999999,-0.529752,0.33911399999999997,0.25928
1001_02,0.225208,1.567244,1.525081,1.844307,2.015859,1.543731,2.902551,1.457008,3.3289989999999996,1.9370990000000001,1.8139,-0.076356,2.060708,1.8211509999999997,0.254816,1.370816,1.1268770000000001,1.8158029999999998,1.309561,1.313627,-1.232356,0.871883,2.15732,1.071142,1.628625,2.107192,0.071351,0.667992,-2.638125,1.375148,-0.42264300000000005,-0.608158,0.894842,-0.300154,1.103807,1.6849830000000001,0.9859040000000001,0.697361,-0.590199,0.715259,-1.2549379999999999,-0.520613,0.306559,1.08606,-0.28055599999999997,0.273903,2.327057,1.1039450000000002,1.879948,-0.289285,1.965107,1.374076,-0.377279,-0.126756,-0.288018,-0.42953,-0.532564,-0.051023,-0.468455,-3.1167759999999998,-1.086227,-0.079215,1.265966,-0.550639,-1.080079,1.5587600000000001,-0.024961,-0.059448,1.0907799999999999,-0.35546500000000003,-0.105901,1.536478,0.330648,2.229301
1001_03,-0.452093,0.339173,0.190908,0.6473260000000001,1.239598,0.447734,1.610976,0.600774,1.1931889999999998,0.740174,0.155878,1.567409,1.4102729999999999,-0.23180599999999998,-1.5908149999999999,0.224044,0.9931030000000001,1.252809,0.619382,0.408825,-3.3175839999999996,-0.524262,1.32463,-0.73642,1.63059,0.019546,-1.6325530000000001,-0.51673,-3.011001,0.14823,-1.220896,-2.410157,-0.185763,-1.069246,-0.191798,0.450917,-0.476232,-0.674992,-1.286535,-0.470316,-1.9446560000000002,-1.279393,-0.985815,-0.442708,-0.640221,-1.197122,0.15290399999999998,-0.289775,-0.349562,-0.914076,-0.189675,0.096728,-2.495381,-2.243119,-2.730864,-2.646521,-1.3511090000000001,-1.711828,-1.751371,-0.849728,-0.434069,-0.156303,-0.19713599999999998,-0.14447000000000002,-1.464069,0.489724,-0.877539,-1.766975,-0.152263,-0.149899,-1.8390490000000002,-0.11914100000000001,-0.58791,1.300318
1001_04,1.3546639999999999,1.122457,1.0528549999999999,0.998207,0.854876,0.425625,0.9693129999999999,0.565024,1.850644,0.42110699999999995,1.548467,0.416959,0.9700290000000001,1.2092690000000001,-0.255458,1.578385,0.28926799999999997,0.582762,2.759277,2.375125,1.55125,1.904377,1.3436270000000001,0.6366470000000001,0.6662170000000001,0.610256,-0.606966,0.05608200000000001,-1.8687650000000002,1.097685,0.772881,-0.955735,1.948174,1.2816040000000002,0.500238,0.348387,-0.387667,1.1740270000000002,-0.643845,0.40096,-0.649762,0.110073,-0.724995,0.43098500000000006,-0.20859,0.666697,1.009257,0.490504,1.09805,0.042878,0.743319,-0.037418,-1.254292,-1.479096,-0.7083,-1.117783,0.416408,-0.165692,2.1396919999999997,0.34224699999999997,2.2730490000000003,2.314146,1.670411,2.8142490000000002,1.7640509999999998,0.542146,1.350415,-0.483706,1.7868810000000002,2.6659490000000003,-0.27668000000000004,0.472999,0.171835,1.325452
1001_05,1.196364,-1.462688,-1.5679450000000001,0.5770689999999999,-0.707091,-0.056949,0.113166,0.15499200000000002,0.109338,-0.25314200000000003,0.712739,-2.02593,-1.282875,-0.980031,0.226978,-0.37895,-0.332447,0.9314680000000001,0.23943699999999998,0.449233,-0.47624799999999995,-0.47093500000000005,-0.726486,-1.286606,-1.398021,-1.321807,-0.31208400000000003,-0.153374,-2.037098,0.533694,-0.630587,-0.576868,-0.557971,-0.370731,-0.402721,-0.759621,0.16417400000000001,0.10308599999999998,-0.536683,-0.847201,-0.379446,-0.45463400000000004,-0.101587,0.312182,-0.505234,1.7761490000000002,1.3737629999999998,0.8687879999999999,1.684596,-0.771245,1.412372,0.69833,-1.9954040000000002,0.502844,0.335604,0.024741,-1.301809,-0.176291,0.5761350000000001,-0.303777,1.3533899999999999,1.201006,1.023417,1.09141,0.443101,-0.24444000000000002,-0.467513,-0.141218,-0.332391,1.10001,-0.154508,1.056571,-0.322416,-0.6155229999999999
1001_06,0.535618,1.263092,1.129106,1.421765,1.956953,0.785697,2.0787419999999996,1.01322,1.71617,1.3465209999999999,1.258461,0.14641400000000002,1.327948,1.4523139999999999,1.1971559999999999,1.298086,0.609031,0.7881,0.68461,0.776788,-1.53665,1.030517,1.2918319999999999,0.41532700000000006,1.049407,0.403045,3.9578089999999997,4.169618,-1.141199,2.505831,0.384276,1.285711,1.49745,0.9152309999999999,0.853693,-0.543567,0.9938819999999999,0.058279,-1.368295,0.5296890000000001,-1.684827,-0.13784200000000002,0.038528,0.543851,0.052072,0.407604,0.6350859999999999,0.181727,0.871086,-0.694496,0.10572000000000001,0.054536,1.3782729999999999,0.430116,1.493342,0.063721,0.641224,0.486142,2.264067,1.0786440000000002,2.3393200000000003,0.922552,1.246557,1.482964,2.0154229999999997,0.875296,0.9586790000000001,1.491723,0.899905,1.395182,0.522153,0.24574899999999997,0.268714,1.3264639999999999
1001_07,-1.003679,1.8100060000000002,2.3315900000000003,-0.78596,1.882368,2.2143509999999997,0.437072,1.269993,1.5837510000000001,0.770472,0.320644,-0.815537,3.070279,1.387813,-1.0475370000000002,1.423538,0.496433,1.866149,1.081325,0.697534,-1.385851,1.103242,1.6785759999999998,0.10357999999999999,0.68735,0.624386,-1.907462,0.015590000000000001,-3.865045,0.09556100000000001,1.433799,-2.345483,1.6791599999999998,1.452232,1.407959,0.945533,1.931083,1.074083,1.079073,1.531116,0.9371860000000001,0.32763400000000004,2.425882,1.281409,0.956257,0.661623,1.773968,0.8059069999999999,1.680125,-1.10978,1.4411399999999999,0.349505,-1.541264,-0.506066,-0.006536,-0.742167,-0.570986,-0.351592,-1.8288259999999998,0.7599060000000001,0.094161,-0.833239,-0.40197,-1.037458,-1.136741,2.147077,1.505419,-1.446124,0.9371389999999999,-0.964269,-0.370689,0.9407280000000001,1.12145,1.4866540000000001
1001_08,-0.030645,0.06009,-0.094311,1.159948,0.436917,-0.923118,0.904344,-1.223108,0.568181,-1.321009,0.292563,-0.042326,0.459161,0.106709,-0.190702,0.083084,-0.502408,-0.662247,0.505921,-0.060646000000000005,-1.12729,-0.123438,0.648708,-0.660457,0.658594,-0.836565,-0.610097,-0.133942,-2.0994610000000002,0.506093,0.602362,-1.127688,2.055284,1.112806,0.263459,0.465609,-0.5666220000000001,0.12917,-0.325559,0.30298600000000003,-0.4062,-0.362487,-0.332314,0.131159,0.43665,-2.3319919999999996,0.358074,-0.455233,-0.824425,-0.785239,-0.24921500000000002,0.294619,0.523898,-0.810917,0.158638,-0.05484,-1.667529,0.12116600000000001,0.481764,-1.303669,-0.980117,-0.77181,0.175396,-0.397937,-0.005249,-0.7661020000000001,1.250263,-0.5392140000000001,-0.143561,-0.401671,0.047807999999999996,-0.14945799999999998,0.23654299999999998,0.621487
1001_09,-1.014355,0.21284099999999997,0.362616,-0.017319,0.237119,0.7329869999999999,-0.012098000000000001,-0.296102,0.14635,-0.340688,-0.405188,0.357552,0.8193450000000001,0.383832,0.385448,0.977557,0.655555,-0.22335300000000002,1.070302,0.954363,-0.8683930000000001,0.6940810000000001,0.9941200000000001,0.278459,1.399715,0.178582,1.2552379999999999,1.7487380000000001,-2.316423,1.948991,-2.5628330000000004,-0.7572409999999999,0.5845859999999999,-1.842538,0.063913,-1.2627,0.49925600000000003,-1.150616,-1.4562110000000001,-0.32705700000000004,-1.159801,-1.242198,-1.061791,0.112006,-0.774783,-1.134754,-0.8242450000000001,-1.162868,-0.742108,-1.005109,-0.273187,-0.33792,-2.004276,-1.28472,-1.0898809999999999,-0.9816860000000001,-0.967607,-0.543975,-0.058112,-0.9003559999999999,0.057863,0.609218,0.47264399999999995,0.6730659999999999,-0.230309,0.595345,-1.374275,0.10388800000000001,0.735921,0.650053,-0.636196,-0.639662,-0.5052979999999999,0.8498469999999999
1001_10,-1.833348,0.738046,0.324328,-0.338537,0.8230120000000001,0.10044600000000001,0.5123939999999999,-0.7307600000000001,0.36223,-0.900984,-0.093115,1.4566370000000002,1.03815,-0.101691,0.669729,0.043174000000000004,0.100168,-0.188699,0.12745499999999998,0.059574,-1.77912,-0.281415,0.728128,-0.0157,1.19783,0.585527,-0.734075,0.238761,-2.036763,1.7217630000000002,0.798643,-0.44800200000000007,0.801064,0.613462,-0.02733,-1.692164,0.191769,-0.8774870000000001,-2.134572,-0.160358,-2.2631580000000002,-0.944292,0.6591,-0.332443,-0.521804,-0.138721,-2.058382,-1.0027840000000001,-1.38962,-0.616185,-0.630161,-1.2422799999999998,0.5248229999999999,0.48135200000000006,1.0630110000000002,0.42506099999999997,0.623424,0.433221,0.321311,-0.48801300000000003,2.245828,0.282613,0.11424100000000001,0.646679,0.28535,0.097383,0.695974,0.181371,-0.10364200000000001,0.561238,0.47578400000000004,-1.1604889999999999,-0.44877100000000003,0.691504
